energyfamiliarity,currenthydrogen,currentgeothermal,currentsolar,currentcoal,currentnuclear,currenthydroelectric,currentoil,currentnaturalgas,stdevhydrogen,stdevgeothermal,stdevsolar,stdevcoal,stdevnuclear,stdevhydroelectric,stdevoil,stdevnaturalgas,avgstdevoff,avgoff,hydrogenoff,geothermaloff,solaroff,coaloff,nuclearoff,hydroelectricoff,oiloff,naturalgasoff,wanthydrogen,wantgeothermal,wantsolar,wantcoal,wantnuclear,wanthydroelectric,wantoil,wantnaturalgas,important,worry,personalimpact,futureimpact,age,race,gender,education,householdincome,state,zipcode,ideology,ideologystrength,party,sassy,difwanthydrogen,difwantgeothermal,difwantsolar,difwantcoal,difwantnuclear,difwanthydroelectric,difwantoil,difwantnaturalgas
Much Less Than,5,5,5,15,10,10,25,25,0.108253313,0.140512636,-0.563210768,-0.408417361,-0.153443962,0.04753929,0.061800203,0.364269846,0.230930922,8.75,5,4.6,2.3,-10.9,-12.2,3.8,24.5,-6.7,10,15,15,10,5,10,20,15,Somewhat important,Not Very Worried,Only a Little,A Moderate Amount,25,"Hispanic, Latino, or Spanish origin",Woman,"Some college, but no degree","$25,000-$49,999",Texas,78574,Moderate,Moderately,Independent,Cautious,5,10,10,-5,-5,0,-5,-10
Much Less Than,0,0,20,50,0,30,0,0,-0.731140572,-0.766201047,1.465287117,1.844097868,-1.138159859,2.298577655,-1.48141873,-1.458148085,1.397878867,15,0,-0.4,17.3,24.1,-22.2,23.8,-0.5,-31.7,0,0,100,0,0,0,0,0,Very Important,Somewhat Worried,A Moderate Amount,A Great Deal,43,White,Woman,Associates or technical degree,"$25,000-$49,999",Texas,78249,Liberal,Moderately,None,Concerned,0,0,80,-50,0,-30,0,0
About the Same,9,9,9,20,20,11,12,10,0.779768421,0.865883582,-0.022277999,-0.086629471,0.831271934,0.160091208,-0.740673642,-0.729180913,0.526972146,8.75,9,8.6,6.3,-5.9,-2.2,4.8,11.5,-21.7,10,0,35,0,0,0,20,35,Extremely Important,Somewhat Worried,A Great Deal,A Great Deal,19,"White,Black or African American",Man,"Some college, but no degree","$50,000-$74,999",California,91915,Moderate,Moderately,Independent,Alarmed,1,-9,26,-20,-20,-11,8,25
About the Same,0,3,10,40,3,20,10,14,-0.731140572,-0.222172837,0.112955193,1.200522088,-0.84274509,1.173058473,-0.864131157,-0.437594044,0.698039932,10.525,0,2.6,7.3,14.1,-19.2,13.8,9.5,-17.7,10,40,50,0,0,0,0,0,Not too important,Not At All Worried,Not at All,Not At All,69,White,Man,"Some college, but no degree","$50,000-$74,999",Texas,75135,Conservative,Strongly,Republican,Dismissive,10,37,40,-40,-3,-20,-10,-14
More Than,0,0,10,5,0,5,20,60,-0.731140572,-0.766201047,0.112955193,-1.051993141,-1.138159859,-0.515220301,-0.246843584,2.91565495,0.934771081,12.475,0,-0.4,7.3,-20.9,-22.2,-1.2,19.5,28.3,0,0,20,0,0,0,40,40,Not at all important,Not At All Worried,Not at All,Not At All,55,White,Woman,Associates or technical degree,"$75,000-$99,999",California,92688,Conservative,Moderately,Libertarian,Dismissive,0,0,10,-5,0,-5,20,-20
More Than,1,1,1,20,20,10,2,45,-0.563261795,-0.58485831,-1.104143538,-0.086629471,0.831271934,0.04753929,-1.357961215,1.822204191,0.799733718,3.75,1,0.6,-1.7,-5.9,-2.2,3.8,1.5,13.3,1,8,30,15,10,10,1,25,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,56,White,Woman,Graduate or professional degree ,"$100,000-$149,999",Arizona,86314,Conservative,Strongly,Republican,Cautious,0,7,29,-5,-10,0,-1,-20
Less Than,1,1,5,5,30,8,30,20,-0.563261795,-0.58485831,-0.563210768,-1.051993141,1.815987831,-0.177564546,0.370443989,-0.00021374,0.640941765,9.45,1,0.6,2.3,-20.9,7.8,1.8,29.5,-11.7,0,0,90,0,5,5,0,0,Very Important,Very Worried,Only a Little,A Great Deal,64,Asian or Asian American,Woman,Graduate or professional degree ,"$75,000-$99,999",Washington,98012,Liberal,Strongly,Democrat,Alarmed,-1,-1,85,-5,-25,-3,-30,-20
About the Same,0,0,5,5,15,0,70,5,-0.731140572,-0.766201047,-0.563210768,-1.051993141,0.338913986,-1.077979892,2.839594281,-1.093664499,1.057837273,16.65,0,-0.4,2.3,-20.9,-7.2,-6.2,69.5,-26.7,0,0,25,0,0,0,0,75,Not too important,Not Very Worried,Not at All,A Moderate Amount,67,White,Man,"Some college, but no degree","$50,000-$74,999",Massachusetts,2190,Conservative,Weakly,Republican,Cautious,0,0,20,-5,-15,0,-70,70
About the Same,3,2,10,50,5,3,20,7,-0.227504241,-0.403515574,0.112955193,1.844097868,-0.645801911,-0.740324138,-0.246843584,-0.947871065,0.646114197,12.575,3,1.6,7.3,24.1,-17.2,-3.2,19.5,-24.7,30,10,30,0,10,10,0,10,Very Important,Very Worried,A Moderate Amount,A Great Deal,66,White,Man,Bachelor degree,"Less than $25,000",California,90025,Liberal,Moderately,Democrat,Alarmed,27,8,20,-50,5,7,-20,3
Much More Than,1,4,5,30,10,10,20,20,-0.563261795,-0.040830101,-0.563210768,0.556946308,-0.153443962,0.04753929,-0.246843584,-0.00021374,0.271536194,7.275,1,3.6,2.3,4.1,-12.2,3.8,19.5,-11.7,0,0,0,40,30,0,,20,Not at all important,Not At All Worried,Not at All,,62,White,Man,Bachelor degree,"$75,000-$99,999",Texas,78727,Moderate,Moderately,Independent,,-1,-4,-5,10,20,-10,-20,0
Less Than,2,2,5,30,5,15,30,15,-0.395383018,-0.403515574,-0.563210768,0.556946308,-0.645801911,0.610298881,0.370443989,-0.364697327,0.488787222,10.275,2,1.6,2.3,4.1,-17.2,8.8,29.5,-16.7,60,0,20,5,0,5,3,7,Somewhat important,Somewhat Worried,A Moderate Amount,A Moderate Amount,29,White,Woman,Bachelor degree,"$100,000-$149,999",Oregon,97223,Moderate,Moderately,Independent,Cautious,58,-2,15,-25,-5,-10,-27,-8
More Than,10,5,25,10,6,2,40,2,0.947647198,0.140512636,2.141453079,-0.730205251,-0.547330321,-0.852876056,0.987731562,-1.312354651,0.957513844,17.8,10,4.6,22.3,-15.9,-16.2,-4.2,39.5,-29.7,10,0,0,5,25,20,30,10,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,33,"Hispanic, Latino, or Spanish origin",Man,High school diploma or GED,"$25,000-$49,999",Georgia,30607,Liberal,Weakly,Democrat,Concerned,0,-5,-25,-5,19,18,-10,8
About the Same,4,4,10,25,20,15,15,7,-0.059625464,-0.040830101,0.112955193,0.235158419,0.831271934,0.610298881,-0.55548737,-0.947871065,0.424187303,8.25,4,3.6,7.3,-0.9,-2.2,8.8,14.5,-24.7,0,0,70,0,20,10,0,0,Not too important,Not At All Worried,Only a Little,Only a Little,42,White,Man,Bachelor degree,"$50,000-$74,999",Utah,79109,Conservative,Moderately,Republican,Doubtful,-4,-4,60,-25,0,-5,-15,-7
More Than,2,5,5,25,10,15,25,13,-0.395383018,0.140512636,-0.563210768,0.235158419,-0.153443962,0.610298881,0.061800203,-0.510490761,0.333787331,9.25,2,4.6,2.3,-0.9,-12.2,8.8,24.5,-18.7,5,15,30,0,35,15,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,30,White,Man,Graduate or professional degree ,"Less than $25,000",Utah,84790,Liberal,Weakly,Democrat,Alarmed,3,10,25,-25,25,0,-25,-13
About the Same,0,0,0,0,0,0,50,50,-0.731140572,-0.766201047,-1.23937673,-1.373781031,-1.138159859,-1.077979892,1.605019135,2.186687777,1.264793255,15.65,0,-0.4,-2.7,-25.9,-22.2,-6.2,49.5,18.3,0,0,100,0,0,0,0,0,Not too important,Not Very Worried,Not at All,A Moderate Amount,28,White,Man,High school diploma or GED,"$50,000-$74,999",Arizona,85224,Moderate,Moderately,Republican,Cautious,0,0,100,0,0,0,-50,-50
About the Same,5,5,5,10,5,5,20,45,0.108253313,0.140512636,-0.563210768,-0.730205251,-0.645801911,-0.515220301,-0.246843584,1.822204191,0.596531494,9.875,5,4.6,2.3,-15.9,-17.2,-1.2,19.5,13.3,30,0,50,0,0,20,0,0,Somewhat important,Somewhat Worried,A Moderate Amount,A Moderate Amount,31,White,Man,Graduate or professional degree ,"$150,000 or more",California,90069,Liberal,Moderately,Democrat,Cautious,25,-5,45,-10,-5,15,-20,-45
About the Same,5,5,20,40,5,5,10,10,0.108253313,0.140512636,1.465287117,1.200522088,-0.645801911,-0.515220301,-0.864131157,-0.729180913,0.708613679,11.325,5,4.6,17.3,14.1,-17.2,-1.2,9.5,-21.7,5,5,60,5,0,20,5,0,Very Important,Very Worried,A Moderate Amount,A Great Deal,28,White,Woman,Bachelor degree,"$50,000-$74,999",Tennessee,38002,Moderate,Weakly,Independent,Alarmed,0,0,40,-35,-5,15,-5,-10
About the Same,1,9,7,40,15,5,15,8,-0.563261795,0.865883582,-0.292744384,1.200522088,0.338913986,-0.515220301,-0.55548737,-0.874974347,0.650875982,9.325,1,8.6,4.3,14.1,-7.2,-1.2,14.5,-23.7,20,10,20,0,40,5,5,0,Very Important,Somewhat Worried,Only a Little,A Great Deal,31,White,Man,Associates or technical degree,"$150,000 or more",Texas,77449,Moderate,Strongly,Libertarian,Concerned,19,1,13,-40,25,0,-10,-8
About the Same,10,5,30,10,50,5,10,25,0.947647198,0.140512636,2.817619041,-0.730205251,3.785419624,-0.515220301,-0.864131157,0.364269846,1.270628132,12.875,10,4.6,27.3,-15.9,27.8,-1.2,9.5,-6.7,50,50,0,0,0,0,0,0,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,26,Asian or Asian American,Man,"Some college, but no degree","$100,000-$149,999",Tennessee,37209,Moderate,Moderately,None,Concerned,40,45,-30,-10,-50,-5,-10,-25
About the Same,1,5,10,30,10,15,30,10,-0.563261795,0.140512636,0.112955193,0.556946308,-0.153443962,0.610298881,0.370443989,-0.729180913,0.40463046,11.15,1,4.6,7.3,4.1,-12.2,8.8,29.5,-21.7,10,10,30,5,10,30,5,5,Very Important,Somewhat Worried,Only a Little,A Great Deal,19,White,Man,"Some college, but no degree","Less than $25,000",California,90024,Liberal,Moderately,Democrat,Concerned,9,5,20,-25,0,15,-25,-5
Much Less Than,1,2,10,10,2,15,30,30,-0.563261795,-0.403515574,0.112955193,-0.730205251,-0.94121668,0.610298881,0.370443989,0.728753432,0.557581349,10.75,1,1.6,7.3,-15.9,-20.2,8.8,29.5,-1.7,0,0,15,20,0,10,30,25,Not at all important,Not At All Worried,,Only a Little,69,Black or African American,Woman,"Some college, but no degree","Less than $25,000",Kentucky,40202,Liberal,Weakly,Democrat,,-1,-2,5,10,-2,-5,0,-5
Less Than,30,10,20,20,20,20,30,40,4.305222738,1.047226318,1.465287117,-0.086629471,0.831271934,1.173058473,0.370443989,1.457720605,1.342107581,14.575,30,9.6,17.3,-5.9,-2.2,13.8,29.5,8.3,0,0,50,0,0,0,0,50,Not too important,Somewhat Worried,Not at All,Only a Little,35,White,Woman,Associates or technical degree,"$25,000-$49,999",Pennsylvania,16502,Conservative,Strongly,Republican,Cautious,-30,-10,30,-20,-20,-20,-30,10
About the Same,4,1,2,55,12,4,2,20,-0.059625464,-0.58485831,-0.968910345,2.165885758,0.043499217,-0.627772219,-1.357961215,-0.00021374,0.726090784,7.5,4,0.6,-0.7,29.1,-10.2,-2.2,1.5,-11.7,0,0,50,0,30,20,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,36,White,Woman,Associates or technical degree,"$25,000-$49,999",Florida,32780,Liberal,Strongly,Independent,Alarmed,-4,-1,48,-55,18,16,-2,-20
About the Same,2,3,5,30,15,10,15,20,-0.395383018,-0.222172837,-0.563210768,0.556946308,0.338913986,0.04753929,-0.55548737,-0.00021374,0.334983415,6.025,2,2.6,2.3,4.1,-7.2,3.8,14.5,-11.7,20,15,15,0,15,10,0,25,Not too important,Not At All Worried,Not at All,Only a Little,70,White,Man,High school diploma or GED,"$25,000-$49,999",Wisconsin,54902,Conservative,Strongly,Republican,Doubtful,18,12,10,-30,0,0,-15,5
About the Same,2,2,10,30,2,10,30,14,-0.395383018,-0.403515574,0.112955193,0.556946308,-0.94121668,0.04753929,0.370443989,-0.437594044,0.408199262,10.775,2,1.6,7.3,4.1,-20.2,3.8,29.5,-17.7,20,20,30,5,0,15,5,5,Very Important,Very Worried,Only a Little,A Great Deal,35,White,Woman,Bachelor degree,"$75,000-$99,999",Illinois,62711,Liberal,Strongly,Democrat,Alarmed,18,18,20,-25,-2,5,-25,-9
About the Same,5,5,10,3,5,2,40,30,0.108253313,0.140512636,0.112955193,-1.180708297,-0.645801911,-0.852876056,0.987731562,0.728753432,0.59469905,12.8,5,4.6,7.3,-22.9,-17.2,-4.2,39.5,-1.7,10,10,50,0,0,10,10,10,Extremely Important,Very Worried,A Great Deal,A Great Deal,59,Black or African American,Woman,Graduate or professional degree ,"Less than $25,000",Louisiana,70563,Moderate,Strongly,Independent,Alarmed,5,5,40,-3,-5,8,-30,-20
About the Same,3,8,10,25,10,10,20,14,-0.227504241,0.684540845,0.112955193,0.235158419,-0.153443962,0.04753929,-0.246843584,-0.437594044,0.268197447,9,3,7.6,7.3,-0.9,-12.2,3.8,19.5,-17.7,5,10,10,5,30,20,5,15,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,25,Black or African American,Man,Bachelor degree,"$50,000-$74,999",Kentucky,40165,Liberal,Moderately,Democrat,Concerned,2,2,0,-20,20,10,-15,1
About the Same,0,0,2,2,75,11,5,5,-0.731140572,-0.766201047,-0.968910345,-1.245065875,6.247209366,0.160091208,-1.172774943,-1.093664499,1.548132232,14.225,0,-0.4,-0.7,-23.9,52.8,4.8,4.5,-26.7,0,0,50,0,0,50,0,0,Somewhat important,Not Very Worried,Only a Little,A Moderate Amount,48,White,Woman,"Some college, but no degree","$100,000-$149,999",Alabama,35124,Moderate,Weakly,Independent,Cautious,0,0,48,-2,-75,39,-5,-5
About the Same,0.5,0.5,2,30,5,1,50,1,-0.647201183,-0.675529679,-0.968910345,0.556946308,-0.645801911,-0.965427974,1.605019135,-1.385251368,0.931260988,13.5,0.5,0.1,-0.7,4.1,-17.2,-5.2,49.5,-30.7,30,15,30,1,10,10,1,3,Very Important,Very Worried,A Great Deal,A Great Deal,49,White,Woman,Graduate or professional degree ,Prefer not to say,California,95018,Moderate,Moderately,None,Alarmed,29.5,14.5,28,-29,5,9,-49,2
About the Same,5,0,10,5,10,5,50,15,0.108253313,-0.766201047,0.112955193,-1.051993141,-0.153443962,-0.515220301,1.605019135,-0.364697327,0.584722927,14.15,5,-0.4,7.3,-20.9,-12.2,-1.2,49.5,-16.7,25,0,50,0,0,25,0,0,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,35,White,Woman,Bachelor degree,"$50,000-$74,999",Georgia,30268,Liberal,Strongly,Democrat,Alarmed,20,0,40,-5,-10,20,-50,-15
Less Than,3,4,5,50,6,10,10,12,-0.227504241,-0.040830101,-0.563210768,1.844097868,-0.547330321,0.04753929,-0.864131157,-0.583387478,0.589753903,10.275,3,3.6,2.3,24.1,-16.2,3.8,9.5,-19.7,25,0,50,0,0,10,5,10,Extremely Important,Very Worried,A Great Deal,A Great Deal,24,Asian or Asian American,Woman,"Some college, but no degree","$75,000-$99,999",Pennsylvania,19026,Liberal,Strongly,Democrat,Alarmed,22,-4,45,-50,-6,0,-5,-2
Less Than,5,10,15,10,10,5,35,35,0.108253313,1.047226318,0.789121155,-0.730205251,-0.153443962,-0.515220301,0.679087776,1.093237018,0.639474387,11.75,5,9.6,12.3,-15.9,-12.2,-1.2,34.5,3.3,0,0,25,0,0,0,20,35,Not too important,Not Very Worried,Not at All,Only a Little,63,White,Woman,Associates or technical degree,"$25,000-$49,999",Ohio,45458,Liberal,Weakly,Democrat,Doubtful,-5,-10,10,-10,-10,-5,-15,0
About the Same,10,5,10,30,25,5,5,10,0.947647198,0.140512636,0.112955193,0.556946308,1.323629883,-0.515220301,-1.172774943,-0.729180913,0.687358422,7.025,10,4.6,7.3,4.1,2.8,-1.2,4.5,-21.7,15,15,30,0,30,10,0,0,Somewhat important,Somewhat Worried,Only a Little,A Great Deal,27,White,Man,Graduate or professional degree ,"$50,000-$74,999",Florida,32605,Moderate,Weakly,Independent,Concerned,5,10,20,-30,5,5,-5,-10
Much Less Than,1,2,10,7,10,15,50,5,-0.563261795,-0.403515574,0.112955193,-0.923277985,-0.153443962,0.610298881,1.605019135,-1.093664499,0.683179628,15.75,1,1.6,7.3,-18.9,-12.2,8.8,49.5,-26.7,50,0,50,0,0,0,0,0,Somewhat important,Somewhat Worried,A Moderate Amount,A Great Deal,22,Asian or Asian American,Woman,"Some college, but no degree","$75,000-$99,999",Washington,98155,Liberal,Moderately,Democrat,Concerned,49,-2,40,-7,-10,-15,-50,-5
About the Same,30,10,20,50,25,40,50,50,4.305222738,1.047226318,1.465287117,1.844097868,1.323629883,3.424096838,1.605019135,2.186687777,2.150158459,23.175,30,9.6,17.3,24.1,2.8,33.8,49.5,18.3,30,10,10,50,30,30,50,50,Not at all important,Not At All Worried,Not at All,Not At All,42,White,Woman,Graduate or professional degree ,"$100,000-$149,999",Alabama,35405,Conservative,Moderately,Republican,Dismissive,0,0,-10,0,5,-10,0,0
About the Same,0,0,5,25,10,10,30,20,-0.731140572,-0.766201047,-0.563210768,0.235158419,-0.153443962,0.04753929,0.370443989,-0.00021374,0.358418973,7.6,0,-0.4,2.3,-0.9,-12.2,3.8,29.5,-11.7,30,20,15,0,5,25,0,5,Extremely Important,Very Worried,,A Great Deal,56,White,Man,Bachelor degree,"$75,000-$99,999",Arizona,85006,Liberal,Strongly,Democrat,,30,20,10,-25,-5,15,-30,-15
About the Same,6,1,8,15,10,10,30,20,0.27613209,-0.58485831,-0.157511191,-0.408417361,-0.153443962,0.04753929,0.370443989,-0.00021374,0.249819992,10,6,0.6,5.3,-10.9,-12.2,3.8,29.5,-11.7,15,10,25,0,20,20,5,5,Very Important,Very Worried,A Great Deal,A Great Deal,29,White,Woman,Graduate or professional degree ,"$75,000-$99,999",California,95864,Liberal,Moderately,Democrat,Alarmed,9,9,17,-15,10,10,-25,-15
About the Same,1,1,4,18,5,2,14,55,-0.563261795,-0.58485831,-0.698443961,-0.215344627,-0.645801911,-0.852876056,-0.617216128,2.551171363,0.841121769,8.625,1,0.6,1.3,-7.9,-17.2,-4.2,13.5,23.3,0,0,35,0,45,0,10,10,Very Important,Somewhat Worried,Only a Little,A Great Deal,24,Asian or Asian American,Man,"Some college, but no degree","Less than $25,000",Massachusetts,2210,Moderate,Moderately,Independent,Concerned,-1,-1,31,-18,40,-2,-4,-45
About the Same,0,0,0,0,0,0,0,0,-0.731140572,-0.766201047,-1.23937673,-1.373781031,-1.138159859,-1.077979892,-1.48141873,-1.458148085,1.158275743,11.2,0,-0.4,-2.7,-25.9,-22.2,-6.2,-0.5,-31.7,0,0,0,15,20,10,5,50,Not too important,Not Very Worried,Only a Little,Only a Little,28,Black or African American,Woman,High school diploma or GED,"$50,000-$74,999",Alabama,35224,Moderate,Moderately,Independent,Doubtful,0,0,0,15,20,10,5,50
About the Same,3,5,15,30,10,2,15,20,-0.227504241,0.140512636,0.789121155,0.556946308,-0.153443962,-0.852876056,-0.55548737,-0.00021374,0.409513184,8.325,3,4.6,12.3,4.1,-12.2,-4.2,14.5,-11.7,0,10,40,0,30,10,0,10,Very Important,Very Worried,Only a Little,A Great Deal,31,White,Man,Bachelor degree,"$50,000-$74,999",Illinois,60202,Liberal,Strongly,Democrat,Alarmed,-3,5,25,-30,20,8,-15,-10
About the Same,0,10,25,50,5,0,5,5,-0.731140572,1.047226318,2.141453079,1.844097868,-0.645801911,-1.077979892,-1.172774943,-1.093664499,1.219267385,13.825,0,9.6,22.3,24.1,-17.2,-6.2,4.5,-26.7,0,30,40,5,5,0,5,15,Very Important,Somewhat Worried,Only a Little,A Moderate Amount,60,White,Man,Graduate or professional degree ,"$25,000-$49,999",New Jersey,8225,Liberal,Moderately,Democrat,Concerned,0,20,15,-45,0,0,0,10
Much Less Than,5,5,5,20,20,5,20,20,0.108253313,0.140512636,-0.563210768,-0.086629471,0.831271934,-0.515220301,-0.246843584,-0.00021374,0.311519469,6.55,5,4.6,2.3,-5.9,-2.2,-1.2,19.5,-11.7,5,0,0,10,60,5,10,10,Not at all important,Not At All Worried,Not at All,Not At All,34,White,Man,Graduate or professional degree ,"$25,000-$49,999",Florida,34476,Conservative,Strongly,Independent,Dismissive,0,-5,-5,-10,40,0,-10,-10
Less Than,10,10,10,20,0,0,40,10,0.947647198,1.047226318,0.112955193,-0.086629471,-1.138159859,-1.077979892,0.987731562,-0.729180913,0.765938801,15.3,10,9.6,7.3,-5.9,-22.2,-6.2,39.5,-21.7,10,10,30,10,10,10,10,10,Somewhat important,Somewhat Worried,A Moderate Amount,Only a Little,23,White,Non-binary / Gender Non-conforming,Associates or technical degree,"$25,000-$49,999",Florida,33573,Liberal,Moderately,Democrat,Cautious,0,0,20,-10,10,10,-30,0
About the Same,0,0,10,0,0,10,50,30,-0.731140572,-0.766201047,0.112955193,-1.373781031,-1.138159859,0.04753929,1.605019135,0.728753432,0.812943695,13.85,0,-0.4,7.3,-25.9,-22.2,3.8,49.5,-1.7,0,0,50,0,0,50,0,0,Very Important,Somewhat Worried,A Moderate Amount,A Moderate Amount,38,White,Man,Bachelor degree,"Less than $25,000",Wisconsin,54981,Liberal,Moderately,Democrat,Concerned,0,0,40,0,0,40,-50,-30
About the Same,2,8,9,17,17,5,25,17,-0.395383018,0.684540845,-0.022277999,-0.279702205,0.535857165,-0.515220301,0.061800203,-0.218903892,0.339210704,8.8,2,7.6,6.3,-8.9,-5.2,-1.2,24.5,-14.7,22,20,30,0,15,13,0,0,Very Important,Very Worried,A Moderate Amount,A Moderate Amount,67,White,Woman,High school diploma or GED,"$100,000-$149,999",Vermont,5037,Liberal,Strongly,Democrat,Concerned,20,12,21,-17,-2,8,-25,-17
About the Same,5,5,5,50,20,20,10,5,0.108253313,0.140512636,-0.563210768,1.844097868,0.831271934,1.173058473,-0.864131157,-1.093664499,0.827275081,11.025,5,4.6,2.3,24.1,-2.2,13.8,9.5,-26.7,20,20,25,0,20,20,0,0,Very Important,Somewhat Worried,Only a Little,A Great Deal,45,White,Man,Bachelor degree,"$100,000-$149,999",Indiana,46514,Moderate,Moderately,Independent,Concerned,15,15,20,-50,0,0,-10,-5
About the Same,5,5,15,15,10,5,50,30,0.108253313,0.140512636,0.789121155,-0.408417361,-0.153443962,-0.515220301,1.605019135,0.728753432,0.556092662,12.175,5,4.6,12.3,-10.9,-12.2,-1.2,49.5,-1.7,20,20,40,0,0,20,0,0,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,38,White,Woman,"Some college, but no degree","$50,000-$74,999",Massachusetts,1570,Liberal,Moderately,Democrat,Cautious,15,15,25,-15,-10,15,-50,-30
Much More Than,5,5,10,15,15,5,30,15,0.108253313,0.140512636,0.112955193,-0.408417361,0.338913986,-0.515220301,0.370443989,-0.364697327,0.294926763,10.3,5,4.6,7.3,-10.9,-7.2,-1.2,29.5,-16.7,10,5,80,10,50,5,5,10,Extremely Important,Very Worried,A Great Deal,A Great Deal,23,White,Man,"Some college, but no degree","$25,000-$49,999",Ohio,44089,Conservative,Strongly,Independent,Alarmed,5,0,70,-5,35,0,-25,-5
About the Same,0,0,0,60,40,0,0,0,-0.731140572,-0.766201047,-1.23937673,2.487673647,2.800703728,-1.077979892,-1.48141873,-1.458148085,1.505330304,11.675,0,-0.4,-2.7,34.1,17.8,-6.2,-0.5,-31.7,0,50,50,0,0,0,0,0,Extremely Important,Very Worried,A Great Deal,A Great Deal,56,White,Woman,"Some college, but no degree","$50,000-$74,999",Ohio,45107,Moderate,Weakly,Independent,Alarmed,0,50,50,-60,-40,0,0,0
About the Same,24,5,24,7,15,2,4,12,3.297950076,0.140512636,2.006219886,-0.923277985,0.338913986,-0.852876056,-1.234503701,-0.583387478,1.172205225,12.925,24,4.6,21.3,-18.9,-7.2,-4.2,3.5,-19.7,25,2,50,0,23,0,0,0,Very Important,Somewhat Worried,Only a Little,A Moderate Amount,33,White,Man,Bachelor degree,"$100,000-$149,999",Virginia,22102,Liberal,Moderately,Democrat,Concerned,1,-3,26,-7,8,-2,-4,-12
Less Than,0,0,50,0,0,0,30,20,-0.731140572,-0.766201047,5.522282888,-1.373781031,-1.138159859,-1.077979892,0.370443989,-0.00021374,1.372525377,17.9,0,-0.4,47.3,-25.9,-22.2,-6.2,29.5,-11.7,0,0,0,0,0,0,0,100,Somewhat important,Somewhat Worried,Only a Little,A Moderate Amount,28,"Hispanic, Latino, or Spanish origin",Woman,Bachelor degree,"$100,000-$149,999",Virginia,23701,Liberal,Moderately,Democrat,Cautious,0,0,-50,0,0,0,-30,80
About the Same,2,2,10,10,15,11,25,25,-0.395383018,-0.403515574,0.112955193,-0.730205251,0.338913986,0.160091208,0.061800203,0.364269846,0.320891785,8.75,2,1.6,7.3,-15.9,-7.2,4.8,24.5,-6.7,0,10,40,0,10,30,5,5,Extremely Important,Very Worried,A Moderate Amount,A Great Deal,22,White,Woman,Bachelor degree,"$25,000-$49,999",Pennsylvania,19125,Liberal,Strongly,Democrat,Alarmed,-2,8,30,-10,-5,19,-20,-20
